5.188733869270278376e+01,1.090385839343070984e-01,2.513390390777882732e+00,1.170000000000000000e+02
5.186454837759489322e+01,4.640905857086181641e-01,2.351766917570083937e+00,1.110000000000000000e+02
5.185438224638853910e+01,2.992679476737976074e-01,2.387485831983974904e+00,1.080000000000000000e+02
5.187648753871791740e+01,3.832003176212310791e-01,2.283637025893859196e+00,1.100000000000000000e+02
5.184939280911551407e+01,3.013757169246673584e-01,2.304043603267758922e+00,1.240000000000000000e+02
5.180975857233265458e+01,-5.323643982410430908e-02,2.387257030717498285e+00,1.100000000000000000e+02
5.184649787782967678e+01,3.849651515483856201e-01,2.199176125922955194e+00,9.700000000000000000e+01
5.183987994761509555e+01,3.032660186290740967e-01,2.220249920126158738e+00,1.190000000000000000e+02
5.183220665527283444e+01,1.699896901845932007e-01,2.254085403891052053e+00,1.260000000000000000e+02
5.184149637060281179e+01,1.142140254378318787e-01,2.261270523591236259e+00,1.030000000000000000e+02
5.187991383913585253e+01,3.136999905109405518e-02,2.284958827270455295e+00,1.250000000000000000e+02
5.180502574242052560e+01,-1.398918330669403076e-01,2.334253382685334888e+00,1.010000000000000000e+02
5.186040736642789284e+01,-2.272744327783584595e-01,2.348843251863751647e+00,1.160000000000000000e+02
5.187253950300192429e+01,3.872752189636230469e-01,2.116251464649161473e+00,1.250000000000000000e+02
5.182434461433020090e+01,3.052115142345428467e-01,2.136125225614086354e+00,1.040000000000000000e+02
5.189188705865076656e+01,1.721588522195816040e-01,2.172223206536584961e+00,1.170000000000000000e+02
5.187160784657834256e+01,1.161972433328628540e-01,2.178504216418276851e+00,1.070000000000000000e+02
5.183608655010059607e+01,3.319730982184410095e-02,2.199864334525550191e+00,1.280000000000000000e+02
5.178585296202022903e+01,-4.970393329858779907e-02,2.219442705724072873e+00,1.120000000000000000e+02
5.181095572623254952e+01,-1.381634175777435303e-01,2.250816564690383714e+00,1.100000000000000000e+02
5.187757407680790323e+01,-2.256717383861541748e-01,2.265666937204610765e+00,1.030000000000000000e+02
5.187727512381307804e+01,-3.105954527854919434e-01,2.287446664362379867e+00,1.160000000000000000e+02
5.184155284149024823e+01,1.738386005163192749e-01,2.087239669640723161e+00,1.230000000000000000e+02
5.193393047284512676e+01,1.181713789701461792e-01,2.096759478951029099e+00,1.120000000000000000e+02
5.183451062621974614e+01,3.496067225933074951e-02,2.116355607519429860e+00,1.150000000000000000e+02
5.183103208402138762e+01,-4.804355278611183167e-02,2.137395825986802222e+00,1.310000000000000000e+02
5.178924422356644897e+01,-1.364476084709167480e-01,2.166735769703488579e+00,9.500000000000000000e+01
5.190097708249820130e+01,-2.241902798414230347e-01,2.182831255086643996e+00,1.040000000000000000e+02
5.186611994122802827e+01,-3.089891970157623291e-01,2.203552643942701561e+00,1.040000000000000000e+02
5.184136555179691896e+01,2.233238518238067627e-01,1.969844200930419120e+00,1.190000000000000000e+02
5.189964779175202381e+01,1.323716789484024048e-01,1.984273035051854261e+00,1.120000000000000000e+02
5.192107661868999458e+01,4.425471276044845581e-02,2.007351032600105167e+00,1.250000000000000000e+02
5.184581867019358015e+01,-5.590730346739292145e-03,2.013161924333712438e+00,1.050000000000000000e+02
5.181063520046090787e+01,-9.287127852439880371e-02,2.034641334474108110e+00,1.040000000000000000e+02
5.187429637879962030e+01,-1.794187724590301514e-01,2.051221331731478248e+00,1.090000000000000000e+02
5.190595300224836706e+01,2.246923297643661499e-01,1.887797749650794277e+00,1.330000000000000000e+02
5.188079203084466684e+01,4.515478760004043579e-02,1.922596736732144596e+00,1.170000000000000000e+02
5.185698869784931730e+01,-4.694677423685789108e-03,1.929820589672441411e+00,1.150000000000000000e+02
5.186384991447430792e+01,-1.786060780286788940e-01,1.967274403256080717e+00,1.230000000000000000e+02
5.182673347825145527e+01,-2.682916820049285889e-01,1.977903995046052188e+00,1.170000000000000000e+02
5.190989545606522171e+01,1.350431144237518311e-01,1.817270161688948615e+00,1.120000000000000000e+02
5.185854381131698432e+01,4.671623185276985168e-02,1.838586831536326294e+00,1.150000000000000000e+02
5.190472272075948723e+01,-3.151910612359642982e-03,1.847478617104686638e+00,1.030000000000000000e+02
5.187727096286096895e+01,-9.067673981189727783e-02,1.869288772126729725e+00,1.220000000000000000e+02
5.187325896884378551e+01,-1.772184073925018311e-01,1.884029620049413101e+00,1.140000000000000000e+02
5.188349546470377760e+01,1.359646916389465332e-01,1.732998769856894938e+00,1.140000000000000000e+02
5.178793244668465690e+01,4.758221656084060669e-02,1.753445270902419750e+00,1.150000000000000000e+02
5.184207141828056109e+01,-2.250166377052664757e-03,1.762416776209551283e+00,1.240000000000000000e+02
5.181875038450990445e+01,4.910051450133323669e-02,1.670933940331470913e+00,1.100000000000000000e+02
5.184599980602317970e+01,-7.984457770362496376e-04,1.679280177276794461e+00,1.080000000000000000e+02
5.182553355438990650e+01,-8.834929019212722778e-02,1.701293533085395104e+00,1.110000000000000000e+02
5.185405730883520903e+01,4.648753383662551641e-04,1.595981368421362845e+00,9.600000000000000000e+01
5.185786809059609226e+01,5.183646827936172485e-02,1.504577087255417167e+00,1.500000000000000000e+01
5.185582917000117220e+01,1.820288714952766895e-03,1.512356380297377179e+00,2.400000000000000000e+01
5.190786809036183769e+01,-8.599894493818283081e-02,1.535659555524220732e+00,1.050000000000000000e+02
5.180425499384821109e+01,6.221155822277069092e-02,1.373603235177867310e+00,2.400000000000000000e+01
5.180614642654202839e+01,-1.963056251406669617e-02,1.389505207040124590e+00,1.900000000000000000e+01
5.185573342736685021e+01,6.279488652944564819e-02,1.290698486764812358e+00,4.300000000000000000e+01
5.183831952165157020e+01,-1.918734051287174225e-02,1.306380165468318921e+00,2.700000000000000000e+01
5.184918657404083575e+01,6.395128369331359863e-02,1.207211429468046937e+00,3.900000000000000000e+01
5.193229307458405941e+01,-1.766293309628963470e-02,1.140228983011131403e+00,1.100000000000000000e+01
5.187776992516745622e+01,6.558054685592651367e-02,1.040614719889931816e+00,2.000000000000000000e+01
5.181077609195978795e+01,-1.660609617829322815e-02,1.056055746407510654e+00,2.500000000000000000e+01
5.183873674736835113e+01,6.641054153442382812e-02,9.569532379940967060e-01,2.300000000000000000e+01
5.188944498471039424e+01,-1.580936089158058167e-02,9.730920136484955130e-01,3.600000000000000000e+01
5.183002784202751201e+01,6.737165153026580811e-02,8.733169708164292278e-01,2.200000000000000000e+01
5.182282283165289272e+01,-1.487419474869966507e-02,8.891719947207291641e-01,2.700000000000000000e+01
5.184290650327038463e+01,6.827297806739807129e-02,7.899406254509478975e-01,3.800000000000000000e+01
5.186159681178630620e+01,-1.406304817646741867e-02,8.058543556581920786e-01,2.300000000000000000e+01
5.184938023565878495e+01,5.189968645572662354e-02,6.814808148966331469e-01,2.500000000000000000e+01
5.182524823209985954e+01,-1.723319441080093384e-01,7.310767459555402858e-01,2.000000000000000000e+00
5.179275854852527772e+01,5.255540460348129272e-02,5.147556540256367219e-01,2.600000000000000000e+01
5.181169914029021584e+01,-4.059178382158279419e-02,5.244618498335907875e-01,9.000000000000000000e+00
5.189165620295953829e+01,-8.654349297285079956e-02,5.483024719933501379e-01,1.200000000000000000e+01
5.187137168877404036e+01,5.267557874321937561e-02,4.307836340788738227e-01,2.200000000000000000e+01
5.189241400423728834e+01,-4.070211201906204224e-02,4.404614900846053893e-01,2.800000000000000000e+01
5.184711369438240069e+01,-4.014610499143600464e-02,3.575342426362799753e-01,-1.000000000000000000e+00
5.185189896645479735e+01,5.365059897303581238e-02,2.642541063364620690e-01,2.800000000000000000e+01
5.186155924086023816e+01,-8.575790375471115112e-02,2.981329700100688873e-01,4.000000000000000000e+00
5.182040375658252174e+01,5.410576239228248596e-02,1.809712229730346955e-01,2.400000000000000000e+01
5.183608075166370099e+01,-3.939491137862205505e-02,1.905895535299759747e-01,1.200000000000000000e+01
5.185195069913370247e+01,5.454365909099578857e-02,9.716484656211921145e-02,1.300000000000000000e+01
5.184992495402199353e+01,8.326456299982964993e-04,8.668275045251172539e-02,2.900000000000000000e+01
5.187086301803589805e+01,-8.181683719158172607e-02,1.083113712527289385e-01,2.300000000000000000e+01
5.183891298894535282e+01,6.539535243064165115e-04,-8.015301609701497298e-02,3.400000000000000000e+01
5.186589102235578963e+01,-1.724097728729248047e-01,2.460380671204499770e+00,1.040000000000000000e+02
5.187091876658122658e+01,8.133798092603683472e-02,2.417056985054613083e+00,1.110000000000000000e+02
5.183520011787794601e+01,-2.738053211942315102e-03,2.395417114934321301e+00,8.900000000000000000e+01
5.186865794435806265e+01,-8.921103924512863159e-02,2.390484404445307742e+00,1.220000000000000000e+02
5.186590629185700152e+01,-2.578549087047576904e-01,2.365300091344050948e+00,1.140000000000000000e+02
5.179678000775174240e+01,-3.391915559768676758e-01,2.354091302457415047e+00,1.130000000000000000e+02
5.179747432133367369e+01,-4.278754591941833496e-01,2.335726978935772635e+00,1.190000000000000000e+02
5.188645010516741252e+01,3.969716429710388184e-01,2.359096252860219511e+00,1.090000000000000000e+02
5.184632298961766850e+01,3.234346508979797363e-01,2.347625220963149406e+00,1.020000000000000000e+02
5.184598607761727607e+01,7.964283227920532227e-02,2.332913665545018223e+00,1.050000000000000000e+02
5.185940847592213032e+01,-1.759816557168960571e-01,2.293146893167459233e+00,1.140000000000000000e+02
5.187183074606987532e+01,-2.597998082637786865e-01,2.282202214277159857e+00,1.170000000000000000e+02
5.193007880735835613e+01,-3.421180546283721924e-01,2.275219587518951148e+00,1.170000000000000000e+02
5.185311858054340206e+01,3.949497938156127930e-01,2.274216537089033263e+00,1.040000000000000000e+02
5.187463264650859429e+01,3.218231201171875000e-01,2.264801182527846013e+00,1.240000000000000000e+02
5.187123036162711287e+01,1.590927094221115112e-01,2.253707795646699541e+00,1.230000000000000000e+02
5.188139990903898990e+01,7.769492268562316895e-02,2.250315436615825337e+00,1.080000000000000000e+02
5.178862529452842978e+01,-6.505768746137619019e-03,2.227014140711772505e+00,1.130000000000000000e+02
5.180803722690173174e+01,-9.301222115755081177e-02,2.221538031872196228e+00,1.060000000000000000e+02
5.187192893791274884e+01,-1.782284080982208252e-01,2.209795578516317249e+00,1.200000000000000000e+02
5.177049156835116861e+01,-2.615108489990234375e-01,2.195337172557503269e+00,1.150000000000000000e+02
5.187471772192734676e+01,-3.440560400485992432e-01,2.189675912980157957e+00,1.120000000000000000e+02
5.187225088475898360e+01,-4.329827725887298584e-01,2.171191264745964133e+00,1.140000000000000000e+02
5.181549401728282334e+01,3.196237981319427490e-01,2.179233547765113688e+00,1.390000000000000000e+02
5.186210625553910347e+01,1.571233570575714111e-01,2.169672448680651122e+00,1.090000000000000000e+02
5.185035292505310167e+01,7.563738524913787842e-02,2.165607830442846993e+00,1.270000000000000000e+02
5.182975413412450649e+01,-8.576450869441032410e-03,2.144618516753147741e+00,1.010000000000000000e+02
5.185500964780517563e+01,-9.524324536323547363e-02,2.139279339629169385e+00,1.140000000000000000e+02
5.182301823345946445e+01,-1.802473217248916626e-01,2.124617175772208100e+00,1.140000000000000000e+02
5.187764684950240479e+01,-2.643664777278900146e-01,2.114864882490148812e+00,1.040000000000000000e+02
5.186929283576905192e+01,-3.463505208492279053e-01,2.105767475172293235e+00,1.290000000000000000e+02
5.179585311302989936e+01,2.862564921379089355e-01,2.363502604404297713e+00,1.230000000000000000e+02
5.187864693493271062e+01,4.063740000128746033e-02,2.289535668151979397e+00,1.180000000000000000e+02
5.189316278766045798e+01,-3.618097305297851562e-02,2.271101776292933749e+00,1.040000000000000000e+02
5.188312844186192052e+01,-2.026358246803283691e-01,2.221475382770097262e+00,1.300000000000000000e+02
5.186298308630022547e+01,-2.889860272407531738e-01,2.193895368451775241e+00,1.130000000000000000e+02
5.184345842225434353e+01,2.852405011653900146e-01,2.281655407131908397e+00,1.100000000000000000e+02
5.179603780003644431e+01,2.083050608634948730e-01,2.260423197746190382e+00,1.310000000000000000e+02
5.193364251729393999e+01,1.245451867580413818e-01,2.231299327356541795e+00,1.130000000000000000e+02
5.183364394672322106e+01,3.913696482777595520e-02,2.204625754281589245e+00,1.070000000000000000e+02
5.181297177851294578e+01,-3.763487935066223145e-02,2.185115664848323647e+00,1.170000000000000000e+02
5.185628021064666626e+01,-1.221926361322402954e-01,2.161141360038700832e+00,1.220000000000000000e+02
5.187306958335913976e+01,-2.042221426963806152e-01,2.137658084810949433e+00,1.150000000000000000e+02
5.184462637634778304e+01,-2.905592620372772217e-01,2.109881204161134782e+00,1.010000000000000000e+02
5.181946081484789346e+01,-3.666206300258636475e-01,2.091302977275625974e+00,1.210000000000000000e+02
5.186432440399629229e+01,2.840633094310760498e-01,2.198827525332453181e+00,1.150000000000000000e+02
5.185476891438371183e+01,2.072067856788635254e-01,2.178820555833368200e+00,1.040000000000000000e+02
5.183328111131934435e+01,1.228810474276542664e-01,2.144713618004499001e+00,1.090000000000000000e+02
5.188279543620024015e+01,3.771397471427917480e-02,2.122616841315731140e+00,1.060000000000000000e+02
5.183960980541221630e+01,-3.917353972792625427e-02,2.102479377329523835e+00,1.010000000000000000e+02
5.183871030714375649e+01,-1.237209588289260864e-01,2.077176414083189204e+00,1.050000000000000000e+02
5.187630265409091379e+01,-2.058644443750381470e-01,2.054249265217164666e+00,1.050000000000000000e+02
5.187283553204230913e+01,-2.924162149429321289e-01,2.027201039099314706e+00,1.290000000000000000e+02
5.190287667515674741e+01,-3.690005838871002197e-01,2.010131475971736581e+00,1.150000000000000000e+02
5.181963191124935264e+01,2.820446193218231201e-01,2.114001135420162214e+00,1.000000000000000000e+02
5.184864586752669169e+01,2.053727358579635620e-01,2.095132714045753186e+00,1.050000000000000000e+02
5.187305230028482583e+01,1.211234107613563538e-01,2.062351707031452985e+00,1.240000000000000000e+02
5.185780009443361394e+01,3.577708080410957336e-02,2.038381379550172401e+00,1.300000000000000000e+02
5.182439919779389470e+01,-4.113009944558143616e-02,2.018597723167363522e+00,1.120000000000000000e+02
5.186178858450701767e+01,-1.258066743612289429e-01,1.994316116347343737e+00,1.010000000000000000e+02
5.184753329137734568e+01,-2.078222185373306274e-01,1.969973089893344298e+00,1.120000000000000000e+02
5.188162553866340687e+01,-2.946104407310485840e-01,1.943900532495043354e+00,1.250000000000000000e+02
5.186958706072218206e+01,2.043227255344390869e-01,2.012023573376488628e+00,1.010000000000000000e+02
5.186971630304893210e+01,1.199275106191635132e-01,1.978553934203230114e+00,1.220000000000000000e+02
5.183522322277667627e+01,3.451376408338546753e-02,1.954122064258886127e+00,1.150000000000000000e+02
